Name,Calories,Protein,Carbs,Fat
Mleczna Kanapka Kinder,420.0,8.2,34.0,28.0
Płatki kukurydziane tradycyjne Corn Flakes - Biedronka,372.0,8.2,81.7,1.4
Pierogi z kapustą i grzybami (Swojska Chata),158.0,4.2,22.0,5.0
Ser Radamer,339.0,26.2,0.1,26.0
Lody Magnum Classic,300.0,4.0,27.0,19.0
Czekolada Extra Gorzka (65% kakao) - Alpen Gold,560.0,7.1,37.5,39.5
Ser Twarogowy Półtłusty - Zielona Łąka,128.0,20.0,3.0,4.0
Sos czosnkowy,230.0,1.5,11.0,20.5
Mąka chleba świętojańskiego - Karob,222.0,4.6,88.9,0.7
Płatki z pełnego ziarna z jabłkiem i rodzynkami Frutina - Nestle,317.0,7.8,69.4,2.2
"Tatar wołowy + żółtko, oliwa z oliwek, cebula, ogórek kiszony",140.0,12.8,1.3,9.5
Małże gotowane,148.0,25.0,5.1,1.9
Ostropest plamisty,302.0,34.0,5.1,11.0
Szynka Babuni - Sokołów,97.0,18.0,1.0,3.0
Mleko 2% MU! - Spar,48.0,3.0,4.6,2.0
Filet z ryby w panierce smażony,232.0,15.0,17.0,12.0
Kiełki na patelnię,128.0,9.6,24.4,0.3
Żurawina suszona - Lidl,341.0,1.0,78.0,1.0
Filet wędzony z piersi kurczaka - Pikok,111.0,21.0,0.1,3.0
Creatine Powder Optimum Nutrition,0.0,0.0,0.0,0.0
Kasza owsiana (ugotowana),125.0,5.4,26.3,2.8
Baton musli bar śliwka żurawina - Oshee,403.0,5.1,69.1,10.8
Warzywa (grillowane),88.0,1.4,6.6,6.9
Tortilla z warzywami i kurczakiem,175.0,10.8,21.6,5.0
Polędwica z warzywami - Indykpol,92.0,11.0,3.0,4.0
Passata z ziołami Sottile Gusto - Biedronka,31.0,1.7,4.4,0.5
Placek po węgiersku,168.0,10.9,8.3,11.2
Pasztecik z kapustą i grzybami,158.0,5.2,23.7,4.6
Spaghetti po bolońsku z makaronem,233.0,12.3,25.6,8.8
Sajgonki z warzywami,196.0,6.6,32.0,4.7
Ryż Basmati - Tesco,356.0,8.0,77.0,1.0
Twaróg solankowy wędzony Jana,217.0,13.0,3.0,17.0
Serek puszysty z cebulą i szczypiorkiem Łaciaty - Mlekpol,250.0,5.8,4.9,23.0
Chleb żytni pełnoziarnisty z pestkami dyni,180.0,5.3,33.3,2.8
Twaróg domowy tłusty,148.0,15.5,3.5,8.0
Płatki ryżowe błyskawiczne,344.0,6.7,76.5,0.7
soda,0.0,0.0,0.0,0.0
Chleb owsiany,269.0,8.4,48.5,4.4
Kisiel Pyszny Kubek truskawkowy - Twój Deser,55.0,0.1,13.4,0.0
Indyk (mięso gotowane/pieczone),170.0,29.3,0.0,5.0
Chleb Dukana,218.0,9.5,28.2,6.5
Chłodnik litewski,64.0,4.0,2.9,4.1
Cukierki Wherther's Original Creamy Filling,406.0,0.7,81.7,8.5
Makaron Tagliatelle (nieugotowany),288.0,11.0,55.0,2.3
makaron penne ze szpinakiem i fetą,102.0,3.2,9.4,5.2
Łosoś - Biedronka,220.0,19.0,0.0,16.0
Zupa rybna pomidorowa,74.0,7.5,6.8,1.7
Ciasto pleśniak,363.0,5.2,53.5,14.5
Tarta z jabłkami,180.0,3.6,20.0,9.7
Sok jabłkowo-marchwiowy z Sokowirówki,46.0,0.5,12.3,0.3
Ryż długoziarnisty (nieugotowany) - Tesco,355.0,7.0,79.0,1.0
Polędwica z indyka wędzona,90.0,19.1,1.9,0.7
"Groszek konserwowy - Nasza Spiżarnia, Biedronka",89.0,4.9,14.0,0.5
Chleb z pieca z ziarnami,237.0,6.6,45.8,2.8
Brzoskwinie w syropie,60.0,0.5,15.5,0.4
Jajo r.M,139.0,12.0,1.0,10.0
Chleb żytni wileński,227.0,4.3,48.0,1.5
Chleb żytni - Frąckowiak PiP,229.0,5.9,53.0,1.8
Ser Tylżycki,315.0,25.0,0.0,25.0
"Kawa rozpuszczalna z mlekiem 0,5% i ksylitolem",36.0,1.0,10.0,0.0
Chleb żytni z dynią,230.0,5.1,42.1,3.5
Muffinka czekoladowa,352.0,6.7,36.5,20.4
"zsiadłe mleko ""Krasnystaw""",46.0,2.9,4.0,2.0
Ogórki korniszony z chili,12.0,1.0,2.0,0.0
Wędlina,237.0,29.0,1.0,13.0
OstroVit WPC80.eu Białko OstroVit,379.0,78.0,14.3,1.0
Mirinda (napój),31.0,0.0,7.8,0.0
Szynka gotowana z piersi kurczaka,102.0,20.0,1.0,2.0
Ryba po grecku,99.0,8.0,9.0,4.0
Soczewica zielona ziarno,351.0,24.2,60.8,0.6
Kurczak z warzywami w galarecie,80.0,10.0,7.5,1.1
Drażetki Tic Tac,397.0,0.0,97.5,0.6
Jajo r.L,139.0,12.0,1.0,10.0
Zupa ziemniaczana,39.0,1.6,6.6,1.2
"Szynka wędzona ""Maestro""  - Henryk Kania",106.0,21.0,1.0,2.0
Chleb białkowy - Mestemacher,261.0,20.7,12.6,12.2
Makaron sojowy (ugotowany),86.0,0.0,20.9,0.0
Masło orzechowe Mcennedy - Lidl,592.0,24.0,13.0,50.0
Lody Sorbet malinowy,145.0,0.7,33.0,0.2
Zupa cebulowa,34.0,0.7,3.2,2.3
Pumpernikiel,240.0,5.9,58.2,2.0
Łosoś kawałki w wodzie - Amerigo,154.0,16.0,0.0,10.0
Chleb wieloziarnisty mieszany,255.0,9.5,40.0,5.0
Chałwa sezamowa,519.0,14.0,48.0,29.0
Chleb domowy razowy pszenny z otrębami i słonecznikiem,208.0,6.9,39.7,2.4
Bułka żytnia z dynią,326.0,11.8,46.4,10.3
Ser pleśniowy Brie pełnotłusty,364.0,20.8,0.5,31.7
Chleb Dawny - Oskroba,215.0,5.2,45.1,1.5
Lody Tiramisu - Grycan,257.0,4.6,29.1,13.5
Wafle Andruty suche,350.0,7.9,72.0,4.8
Pasztecik z mięsem,329.0,8.7,30.5,19.9
Podudzie z kurczaka ze skórą,161.0,19.0,0.0,9.0
Ser Feta - Tolonis,190.0,13.0,7.5,12.0
Ryż pełnoziarnisty parboiled  (nieugotowany) - Kupiec,358.0,7.7,75.0,2.4
Żołądki drobiowe,114.0,18.2,0.6,4.2
Frytki Zig Zak z piekarnika - Aviko,166.0,2.5,26.4,4.9
Ser Edamski - Bluedino,347.0,26.0,0.1,27.0
activlab recovery,340.0,40.0,45.0,0.0
Indyk filet (surowy),84.0,19.0,0.0,1.0
Baton Go on! protein bar,434.0,19.3,40.8,20.0
Serek chrzanowy - Almette,247.0,6.0,4.0,23.0
Płatki Corn Flakes - Nestle,375.0,7.0,83.0,1.0
Ser żółty salami w plastrach 300g - Światowid,352.0,26.0,1.3,27.0
Pierniki mini - Katarzynki,338.0,7.4,73.0,1.0
Kabanos - Tarczyński,500.0,24.8,3.0,43.8
Bułka drożdżowa,280.0,9.0,46.0,6.0
Filet z kurczaka w panierce,264.0,15.0,22.0,13.0
Sałatka z tuńczykiem i kukurydzą,131.0,5.0,13.0,7.0
Sałatka ziemniaczana po żydowsku (z majonezem),114.0,1.5,13.5,6.0
Kawa latte - Coffe Heaven,55.0,3.3,4.5,2.7
Pierś z kurczaka (surowa),99.0,21.5,0.0,1.3
Pasta rybna z tuńczyka,377.0,8.0,3.0,37.0
Kiełbasa kresowa - Sokołów,164.0,19.0,0.6,9.5
Kiełbasa smażona,266.0,16.0,0.0,22.8
Szynka - Balcerzak,87.0,16.0,0.8,2.0
Kasza manna,348.0,8.7,76.0,1.3
Sos chilli słodko - pikantny - Tao Tao,246.0,0.3,60.6,0.2
Słonecznik łuskany prażony,568.0,19.1,24.3,48.9
Sałatka jarzynowa z jajkiem,145.0,2.3,11.0,11.0
Surówka z białej kapusty z kukurydzą konserwową i majonezem - Marwit,96.0,1.6,12.7,3.6
Cukierki,350.0,2.6,79.7,2.3
Twarożek kanapkowo-sernikowy - Wieluń,273.0,6.0,4.0,26.0
"Kanapka z serem i szynką, sałatą, ogórkiem i pomidorem",226.0,15.7,29.2,6.1
Pieczywo chrupkie Herbs - Ryvita,346.0,11.0,59.0,5.5
Filet pieczony z indyka Kraina Wędlin - Biedronka,107.0,20.0,1.0,2.5
Odżywka białkowa stevia Whey - SFD,348.0,80.0,5.0,1.0
Parówki - Sokołów,285.0,13.0,2.0,25.0
Jogurt naturalny typ grecki - Bakoma,123.0,3.7,4.6,10.0
Pasztet sojowy,253.0,6.0,5.7,21.0
Śledzik marynarski w zalewie octowej - Nautica,103.0,12.0,3.5,4.5
szynka wieprzowa gotowana krojona Lidl,103.0,20.0,1.0,2.0
"Ser Krolewski , zolty , . Mlekpol",347.0,26.0,0.1,27.0
Zupa meksykańska,99.0,8.7,8.6,3.3
Pieczywo chrupkie lekkie 7 zbóż - Wasa,340.0,10.0,69.0,3.0
Fasola biała (ziarno suche),333.0,23.4,60.3,0.9
"Surówka z kapusty pekińskiej, marchewki i jabłka z majonezem lekkim",56.0,0.9,6.3,2.9
Nalewka Babuni miodowa,309.0,0.0,33.0,0.0
Olej ryżowy,883.0,0.0,0.0,100.0
Płatki Granola z jagodą i granatem - Sante,424.0,7.7,68.3,12.0
Szprot wędzony,243.0,19.3,0.0,18.3
TreC ISOLATE 100,347.0,84.0,1.0,0.0
Królik (pieczony),197.0,29.1,0.0,8.1
Bułka z serem,216.0,10.0,28.0,9.0
Morszczuk smażony,159.0,21.0,0.0,7.8
"Jogurt owoce leśne 2,5% tłuszczu Jogobella - Zott",98.0,3.5,15.3,2.5
Hummus marokański,237.0,7.5,15.0,15.0
Szynka wieprzowa konserwowa (Morliny),99.0,19.0,1.3,2.0
Bułka do hamburgera,288.0,9.7,50.8,4.2
Rodzynki w czekoladzie,427.0,4.8,62.0,16.0
Wafle zbożowo-ryżowe - Sunny Corn,375.0,12.0,75.0,2.0
Chleb Grześkowy żytni na zakwasie,225.0,9.0,36.0,6.0
Pasztet z królika,245.0,14.0,4.0,19.0
Zupa buraczkowa,37.0,1.0,6.0,1.0
Pomidor ugotowany,18.0,1.0,4.0,0.1
Płatki owsiane - Kupiec,378.0,12.0,63.0,7.0
Chleb Fitness,257.0,7.7,34.3,8.0
Jogurt naturalny polski - Mlekovita,64.0,3.9,5.3,3.0
Ciasto z jabłkami (ucierane),248.0,3.0,29.0,13.0
Śmietanka PILOS 30%,293.0,2.5,3.2,30.0
Pesto,340.0,3.7,6.3,34.6
Zupa jesienna warzywna (mrożonka) - Hortex,43.0,2.1,6.6,0.5
Chleb wieloziarnisty pszenno żytni - Biedronka,277.0,8.0,45.0,5.6
Sezamki Aha,505.0,10.2,60.1,26.4
Bułka z nasionami słonecznika,293.0,11.8,46.9,8.7
Krupnik na kurczaku,34.0,2.0,5.3,0.5
Kabaczek,19.0,1.0,3.9,0.3
Udko z kurczaka bez skóry (duszone),198.0,22.9,0.0,12.4
Ryba z grilla,111.0,22.8,0.3,1.2
Mieszanka bakaliowa orzechowa Nut Mix - Tesco,649.0,16.0,11.0,58.0
Żurawina suszona - Sereno,331.0,0.5,78.0,1.0
Koncentrat pomidorowy Dawtona,101.0,4.3,19.0,0.0
Szpinak mrozony liscie,19.0,2.5,0.5,0.3
Piwo Żubr,51.0,0.0,0.0,0.0
BCAA 1100mg Olimp,320.0,80.0,0.0,0.0
Czekoladki Raffaello,623.0,9.3,38.8,47.8
Szynka wędzona z indyka,184.0,37.0,1.0,3.0
Sucharki - Parovita,314.0,4.3,60.0,5.6
Premium Dessert Ciasteczkowy,347.0,80.0,3.7,1.4
Przyprawa Gyros - Kamis,213.0,10.0,19.0,6.0
belvita- ciastka orzechy+ miód,455.0,7.6,69.0,15.0
Masło solone - President,725.0,0.7,0.5,80.0
Wątróbka z indyka,228.0,17.8,2.3,16.4
Kiełbasa Śląska PIKOK,312.0,14.8,0.2,28.0
Ryż paraboiled (nieugotowany),361.0,8.1,80.0,1.0
Jogurt naturalny sokólski 0% - Mlekpol,42.0,4.5,5.9,0.0
Kokos,354.0,3.3,15.2,33.5
Ser Ementaler,339.0,26.2,0.1,26.0
Ser Mozzarella tarty - Sottile Gusto,278.0,24.0,0.5,20.0
Barszcz ukraiński - HORTEX,31.0,1.4,4.8,0.5
belVita kakaowe ciastka zbożowe,440.0,7.8,66.0,15.0
Szynka gotowana - Mazury,103.0,20.0,1.0,2.0
Herbata zielona z owocami (parzona),1.0,0.1,0.2,0.0
Zupa kalafiorowa z koperkiem Mroźna Kraina - Biedronka,35.0,2.0,5.0,0.2
Odżywka 100% Natural Whey Protein Concentrate - Olimp,395.0,77.0,6.0,7.0
Pieprz cayenne,318.0,12.0,57.0,17.0
Parówki wędzone z kurczaka,194.0,12.5,4.0,14.2
Lody waniliowe - Grycan,264.0,4.6,25.8,15.8
Zupa królewska HORTEX,43.0,2.0,5.0,1.0
Szpinak Liście mrożony - (TESCO),25.0,3.2,0.6,0.2
Schab,128.0,24.0,0.4,3.5
Boczek gotowany,517.0,10.0,0.0,53.0
Jogurt naturalny probiotyczny - Jana,87.0,4.7,6.9,4.5
Chleb Pur-Pur,186.0,8.2,28.6,4.3
Ser twarogowy Płatek - Pilos,178.0,9.0,4.0,14.0
Jogurt naturalny z ziarnami zbóż - Danone,97.0,4.1,13.4,2.9
Śmietaną 30% (Piątnica),292.0,2.2,3.3,30.0
Zupa Gorący Kubek Pomidorowa (po przyrządzeniu) - Knorr,34.0,1.2,6.4,0.5
Śmietana 36% (Piątnica),347.0,1.7,4.1,36.0
Stek z polędwicy wołowej,243.0,27.0,0.0,14.0
Rogal Świętomarciński,480.0,10.4,47.4,29.2
Wafle ryżowe Bio,388.0,8.2,80.9,2.8
Otręby granulowane z żurawiną - Sante,352.0,12.0,33.0,13.0
Lody Sorbet mango,119.0,0.3,27.8,0.3
Mieszanka bakaliowa - Biedronka,508.0,14.0,30.0,35.0
Chleb żytni For Fit - Benus,185.0,5.1,33.0,1.4
Makaron spaghetti bogactwo błonnika - Pudliszki,336.0,11.0,64.0,1.5
Kurczak po chińsku w sosie z makaronem i warzywami,152.0,13.0,18.0,3.1
Ser żółty Maasdamer,347.0,26.0,0.1,27.0
Brokuły mrożone,29.0,2.7,4.7,0.4
Zupa kalafiorowa z warzywami,21.0,1.0,2.0,1.0
Musli bez cukru - Sante,340.0,8.6,61.0,4.4
Makaron bezglutenowy penne (ugotowany),157.0,6.9,30.1,0.6
Musli - Master Crumble,334.0,10.0,59.2,6.4
Kefir naturalny - Zott,44.0,3.3,3.8,1.4
Mąka orkiszowa,320.0,11.6,62.4,2.7
Schab (smażony),203.0,25.2,0.0,10.9
Wędzona makrela nautica LIDL,272.0,20.7,0.0,21.0
Smietanka UHT 10% tłuszczu MLECZNA DOLINA,120.0,3.0,5.0,10.0
Ciasteczka kruche z marmoladą,444.0,5.1,66.4,17.1
Konfitura malinowa,152.0,0.8,35.0,0.5
Płatki Granola czekoladowa - Sante,433.0,7.6,63.3,15.0
Ptasie mleczko waniliowe - Wedel,441.0,2.8,57.0,22.0
Mleko bez laktozy - Auchan,44.0,3.0,4.7,1.5
Sos Tzatziki,85.0,3.0,5.9,5.7
Kiełbasa krakowska sucha - Biedronka,234.0,29.0,0.0,13.0
Zabielacz do kawy - La Movida,571.0,1.5,59.3,36.0
Whey Protein odżywka,375.0,75.0,9.0,5.0
Kanapka z szynką i serem,289.0,12.0,40.0,9.0
Serek z łososiem Twój smak - Piątnica,247.0,6.7,3.2,23.0
Chleb Dworski mieszany ze słonecznikiem - Piekarnia Cymes,273.0,7.3,42.4,8.3
Olej kokosowy bezzapachowy rafinowany - Aura Herbals,900.0,0.0,0.0,100.0
Knedle ze śliwkami,152.0,2.3,32.6,1.1
Makaron Pastani Spaghetii (gotowany),121.0,4.5,24.0,0.6
Maślanka - Robico,48.0,3.4,5.1,1.5
Jogurt naturalny Calpro - Krasnystaw,60.0,4.5,6.0,2.0
Kiełbasa krakowska podsuszana light,134.0,23.8,0.0,4.3
Kapusta z grochem,109.0,3.3,6.0,9.5
Ser Chedar,334.0,25.0,0.0,26.0
Serek wiejski z owocami,97.0,10.7,4.6,3.9
Czekolada gorzka - Lidl,537.0,4.5,53.1,32.0
Naleśniki z mąki razowej,208.0,7.4,22.5,9.4
Zarodki pszenne - Sante,357.0,29.5,45.5,9.4
Halibut świeży,91.0,18.6,0.0,1.3
Woda kokosowa,19.0,0.7,3.7,0.2
Chleb żytni razowy Bio - Lidl,217.0,6.0,42.0,2.3
Szynka z kurcząt plastry - Pikok,100.0,19.5,2.2,1.5
Salceson czarny,340.0,12.6,0.5,32.0
"Kanapka z szynka, sałatą i pomidorem",137.0,5.0,20.0,5.0
"Mleko 0,5% - Zambrowskie",45.0,3.2,4.7,1.5
Chleb (ciasto) bananowy,326.0,4.3,54.6,10.5
Jogurt Activia jagoda - Danone,90.0,3.6,12.8,2.6
Galareta,82.0,6.0,0.3,5.9
Wieprzowina (łopatka),148.0,19.6,0.0,7.1
Serek Danio brzoskwiniowy,110.0,5.3,15.8,2.8
Napoleonka,350.0,5.8,43.5,16.0
Makaron pszenny (ugotowany),145.0,6.3,28.0,0.6
Jogurt naturalny 0% - Nestle,44.0,4.0,7.0,0.0
Polędwiczki z kurczaka - Tesco,116.0,22.0,0.0,3.0
Płatki owsiane (pozostałe),376.0,12.0,62.0,7.0
Płatki śniadaniowe Dobry Błonnik - Bona Vita,244.0,12.8,50.7,4.1
Zupa Barszcz czerwony eksprowy (po przyrządzeniu) - Knorr,20.0,0.2,4.0,0.3
ananas w puszce Bakalland,70.0,0.4,16.9,0.1
Wafle ryżowe o smaku papryki - Arroza,415.0,7.2,74.0,9.7
Chleb razowy żytni 6 ziaren,301.0,9.6,52.3,6.0
Białko Pure Whey Isolate 95 - Olimp,352.0,86.0,1.0,0.5
Pierś kurczaka w papirusie,137.0,28.0,0.3,2.0
Mielonka wieprzowa w galarecie,193.0,11.0,1.3,16.0
Lody Big Milk - Algida,136.0,2.4,24.0,3.4
Boczek pieczony,305.0,15.0,0.0,27.0
Piwo Warka STRONG,49.0,0.5,3.8,0.0
Jajka sadzone 3szt.,382.0,22.0,1.0,32.0
Sos rybny,60.0,10.0,4.9,0.0
Sałatka owocowa (wegetariańska),62.0,1.0,15.0,0.0
Kiełbasa mielonka,175.0,12.9,3.6,12.0
Ser Mozzarella Mini - Lovilio,245.0,18.0,1.5,18.5
Serek wiejski z truskawkami (PIĄTNICA),118.0,9.0,12.0,4.0
Sushi California maki,251.0,9.0,38.0,7.0
Serek wiejski ziarnisty,97.0,11.0,2.0,5.0
Jogurt typu greckiego z owocami 0% - Piątnica,84.0,7.0,14.0,0.0
Szynka domowa,200.0,13.0,0.0,16.0
Ciasto śliwkowe,243.0,3.7,28.3,12.7
"Szynka włoska wieprzowa, parzona, krucha, bez konserwantów - Sokołów",104.0,20.0,1.2,2.1
Dorsz atlantycki (polędwica),82.0,18.0,0.0,1.0
Sałatka warzywna z majonezem,145.0,2.8,8.3,11.3
Papryka pomarańczowa,28.0,1.3,6.3,0.3
Musli owsiane polskie owoce - Vivi,334.0,8.0,65.4,4.1
Boczniak (świeży),35.0,3.5,6.5,0.4
"Surówka grecka (ogórki, marchewka, papryka, cebula, ocet)",23.0,0.5,4.4,0.5
Lody orzechowe,253.0,4.5,25.1,15.0
Jogurt pitny Danone,68.0,1.6,13.4,0.8
Szpinak mrożony liście - Hortex,19.0,2.3,0.4,0.5
Płatki zbożowe Kangus - Nestle,382.0,7.9,82.8,2.1
Węglowodany odżywka,354.0,0.0,88.5,0.0
Chlebek Pita pełnopszenny,266.0,9.8,55.0,2.6
Mleko (pozostałe),69.0,2.9,10.0,1.2
Izolat białkowy,399.0,97.0,0.0,1.3
Bułka z otrębami,262.0,8.4,50.9,1.0
Ser Mozzarella light - Lovilio,157.0,19.0,1.0,8.5
Lasagne,134.0,7.0,15.0,4.9
Baton marcepanowy w czekoladzie deserowej,401.0,6.3,56.7,16.6
Rogal Croissant Czekoladowy,385.0,6.6,43.2,20.7
Pizza z szynką i pieczarkami z pieca kamiennego - Lidl,212.0,11.1,24.3,7.4
Sałatka Cezar - Fit & Easy,101.0,6.3,5.6,5.6
Kluski na parze,242.0,5.0,52.0,3.5
Serek kanapkowy z czosnkiem i ziołami - Hochland,259.0,6.0,7.0,24.0
Kurka świeża (grzyb),32.0,1.5,6.9,0.4
Ser Ricotta,118.0,7.9,4.1,7.8
Guma Mamba,400.0,0.0,88.0,6.0
Ser topiony kremowy Ementaler - Fasti,257.0,12.0,5.4,21.0
Jajko przepiórcze,158.0,13.1,0.4,11.1
Ser Camembert lekki - Turek,279.0,21.0,1.6,21.0
Grochówka - Hortex,136.0,8.0,20.9,0.5
Papryka czerwona smażona,133.0,1.0,6.6,12.8
Czekolada gorzka 70% ze skórką pomarańczy - Wawel,496.0,7.5,37.3,34.8
Hummus - Biedronka,292.0,8.0,13.0,21.0
Chleb wiejski jasny,243.0,4.4,49.8,2.5
Chleb pszenno-żytni  z dynią,201.0,6.4,43.9,1.3
Chleb żytni z ziarnami Just Fit - Biedronka,198.0,5.8,33.6,2.4
Kiełbasa mortadela wieprzowa,310.0,16.0,3.1,25.0
Kasza BULGUR - Lidl,330.0,13.0,62.0,1.5
Jogurt sojowy,94.0,3.5,16.0,1.8
Kapusta włoska,43.0,3.3,7.8,0.4
Ser Feta Apetina z ziołami prowansalskimi - Arla,240.0,11.0,2.5,21.0
Pierś z indyka bez skóry (surowa),100.0,22.3,0.0,1.2
Jajecznica ze szczypiorkiem,158.0,12.0,0.0,12.0
Kiełbasa morlińska z piersi kurczaka - Morliny,187.0,17.0,0.6,13.0
Ketchup łagodny - Madero,135.0,1.0,32.0,0.0
Pieczywo chrupkie kukurydziane - Tovago,369.0,7.6,82.0,0.5
Zupa błyskawiczna kurczak curry - Vifon,72.0,1.0,9.0,3.0
Masło Ekstra Pomorski z masłem,498.0,0.5,0.5,55.0
Domowy kapuśniak,59.0,9.0,6.0,0.2
Jogurt naturalny - Pilos,95.0,2.5,16.0,2.4
Tortilla kukurydziana,218.0,5.7,44.6,2.9
Kefir truskawkowy 0%,60.0,3.3,10.0,1.1
Kotlet mielony rybny (z dorsza),256.0,15.3,10.2,18.1
Ser królewski light,299.0,31.0,1.8,19.0
Płatki Granola owocowa - Sante,397.0,8.1,55.7,13.7
Zupa pomidorowa zabielana śmietaną,21.0,0.4,1.5,1.5
Dżem morelowy niskosłodzony,195.0,0.3,48.0,0.1
Pomidory krojone z bazylią i oregano - Podravka,25.0,1.3,4.4,0.2
Żelki Candy z nadzieniem - Biedronka,336.0,5.8,77.0,0.0
Muffiny (babeczki) z jagodami,393.0,5.3,49.5,19.2
Agrest,44.0,0.9,10.2,0.6
Sok wyciskany z marchwii i jabłka,43.0,0.3,10.7,0.1
Mleko kozie,68.0,3.6,4.5,4.1
Chleb żytni pełnoziarnisty - Oskroba,185.0,4.6,37.6,1.6
Night protein Activlab,349.0,76.0,3.0,4.0
Ciasto z truskawkami (ucierane),238.0,4.0,27.0,13.0
Szaszłyk wieprzowy,120.0,6.7,2.8,9.5
Szynka wiejska,255.0,17.1,0.9,20.3
Syrop barmański Irish Cream,344.0,0.0,86.0,0.0
Sok świeży z buraka czerwonego,47.0,0.1,11.0,0.1
Kiełbasa Chorizo,455.0,24.0,1.9,38.0
Czekolada gorzka o smaku Tiramisu - E. Wedel,523.0,5.6,54.0,30.0
Michałki klasyczne - Wawel,538.0,11.0,48.0,34.0
Ser Gouda wędzona w plastrach,357.0,26.0,2.7,27.0
Baton twarogowy - Pilos,350.0,8.9,29.3,22.0
Śledź w marynacie,262.0,14.2,9.6,18.0
Jogurt naturalny bez laktozy - Łowicz,61.0,4.4,5.2,2.5
Lody Big Milk śmietankowe - Algida,140.0,3.5,21.0,4.0
Mąka pszenna babuni typ 650,349.0,10.0,74.0,1.4
Chleb sojowy,206.0,7.0,37.8,2.8
Chipsy ziemniaczane (solone),542.0,6.6,50.8,36.4
Mleczko do kawy,110.0,6.8,11.6,4.0
Pączek z kremem,361.0,6.4,30.0,24.5
Kawa z mlekiem - Zott,68.0,3.3,10.5,1.4
Olej z pestek dyni,887.0,0.8,1.4,97.6
Ananas w plastrach (puszka),59.0,0.5,13.0,0.5
Kasza gryczana (nieugotowana),348.0,12.0,66.0,2.8
Kiełbasa polska,310.0,13.3,2.1,27.2
Pralinki,485.0,3.3,59.6,25.9
Ser Kozi w plastrach (Światowid),371.0,21.2,1.9,30.6
Czekolada mleczna z nadzieniem truskawkowym - E. Wedel,499.0,5.0,61.0,26.0
Pomidory suszone w oleju rzepakowym z ziołami,538.0,1.6,7.0,55.0
Kura - tuszka,158.0,18.6,0.0,9.3
Chleb razowy orkiszowy,233.0,11.3,36.5,4.8
Jogurt Jogobella Panna Cotta Brzoskwiniowa - Zott,100.0,3.5,14.8,2.6
Serek śmietankowy w plastrach z papryką - Delikate,307.0,8.4,3.0,29.0
Musztarda Sarepska - Rikka,112.0,5.6,7.8,6.1
Boczek wędzony chłopski,380.0,19.8,0.0,33.4
Schab (gotowany),291.0,30.4,0.7,18.7
"Maślanka 1,5% - Koło",46.0,3.6,4.5,1.5
Ogórek kwaszony (Przysmaki Gospody) - Netto,12.0,1.0,1.9,0.1
Wafle ryżowe z nasionami chia - Kupiec,386.0,9.3,71.8,4.9
Szynka z piersi indyka opiekana - Indykpol,82.0,15.2,1.5,1.6
Słonina,811.0,2.4,0.0,89.0
Zupa Kapuśniak na mięsie,29.0,1.6,3.1,1.3
Naleśniki z jabłkami - Swojska Chata,159.0,4.0,29.0,2.5
Chrupiąca sałatka (mix ziaren),589.0,23.0,16.0,47.0
sardynki w sosie pomidorowym,164.0,17.0,1.5,10.0
Baton musli - Crownfield,435.0,8.0,61.0,18.0
Schab ze śliwką,292.0,26.0,9.6,17.4
Ciasto z owocami (truskawki),276.0,6.0,27.0,16.0
Sałata ze śmietaną,45.0,1.0,4.5,2.5
Chleb żytni pełnoziarnisty z siemieniem lnianym,180.0,5.6,33.5,2.7
Musli Premium - Vitanella,361.0,8.3,58.6,8.3
Rzeżucha,32.0,2.6,5.5,0.7
Sardynki w sosie pomidorowym (konserwa),185.0,20.9,0.5,10.5
Bagietka francuska,286.0,9.5,59.2,1.7
Śliwki Angeleno (okrągła ciemna),36.0,0.6,8.8,0.1
Czekolada gorzka Excellence 90% - Lindt,592.0,10.0,14.0,55.0
Ser biały typu śródziemnomorskiego Apetina - Arla,215.0,4.9,3.7,20.0
"Jogurt naturalny 1,5% vet",52.0,4.0,5.0,1.5
Otręby pszenne czerwone - Sante,276.0,16.5,20.1,4.7
Wafle kukurydziane - Solone,379.0,9.6,75.8,2.6
Mleko sojowe czekoladowe - Alpro,63.0,3.0,8.3,1.8
"Szynka wieprzowa gotowana, wędzona Dulano",147.0,20.0,1.0,7.0
Koktajl truskawkowy,49.0,2.1,8.4,1.2
Makaron Łazanki (ugotowany),153.0,6.1,31.8,0.1
Brandy,220.0,0.0,0.0,0.0
Twarożek ze szczypiorkiem - Pilos,131.0,9.0,5.0,8.0
Mleko owsiane,47.0,0.3,9.0,1.0
Kukurydza konserwowa - Pudliszki,90.0,3.0,17.0,1.0
Otręby granulowane ze śliwkami - Sante,353.0,12.0,30.0,12.0
Wątróbka smażona wieprzowa,166.0,26.8,4.0,4.1
Kebab tortilla,153.0,8.6,17.4,5.5
Czekolada - Kinder,566.0,9.0,53.0,35.0
Wafle ryżowe z solą morską - Sonko,375.0,8.5,78.6,2.2
łosoś z piekarnika bez oleju,261.0,24.9,0.0,17.0
Pomidory daktylowe,19.0,0.9,3.6,0.2
Woda z miodem i cytryną,43.0,0.1,10.0,0.0
Ser cheddar dojrzały (Cathedral City),416.0,26.0,0.0,35.0
Serek Figura Puszysty śmietankowy - Turek,193.0,7.7,3.5,16.5
Tuńczyk Nixe - Lidl,198.0,27.0,0.0,10.0
